h   r   t   tau
Iran	Make statement	Barack Obama	2014-04-12
North Korea	Make statement	Japan	2014-04-04
North Korea	Make statement	Japan	2014-08-10
North Korea	Make statement	Japan	2014-05-23
South Korea	Make statement	North Korea	2014-01-04
Iraq	Make statement	Nuri al-Maliki	2014-06-13
South Korea	Make statement	Japan	2014-01-22
Mohammad Javad Zarif	Make statement	Iran	2014-02-21
North Korea	Make statement	South Korea	2014-11-28
China	Make statement	Japan	2014-01-22
China	Make statement	Japan	2014-09-02
North Korea	Make statement	South Korea	2014-12-30
Evangelos Venizelos	Make statement	Alexis Tsipras	2014-09-14
South Korea	Make statement	North Korea	2014-01-29
North Korea	Make statement	South Korea	2014-01-23
Iraq	Make statement	Iran	2014-09-12
Bahrain	Make statement	United Arab Emirates	2014-03-05
China	Make statement	John Kerry	2014-02-17
China	Make statement	Japan	2014-12-23
Iran	Make statement	Iraq	2014-06-19
France	Make statement	François Hollande	2014-01-02
Julia Gillard	Make statement	Kevin Rudd	2014-08-22
China	Make statement	Japan	2014-01-15
Japan	Make statement	South Korea	2014-01-21
Iran	Make statement	Iraq	2014-07-06
North Korea	Make statement	Japan	2014-11-28
China	Make statement	Xi Jinping	2014-07-08
Mohammad Javad Zarif	Make statement	Iran	2014-01-28
Mohammad Javad Zarif	Make statement	Iran	2014-08-07
North Korea	Make statement	South Korea	2014-02-25
South Korea	Make statement	Xi Jinping	2014-07-02
Mohammad Javad Zarif	Make statement	Iran	2014-10-14
Government (Nigeria)	Make statement	Ministry (Nigeria)	2014-10-01
City Mayor (Philippines)	Make statement	Philippines	2014-04-22
China	Make statement	Japan	2014-01-24
Japan	Make statement	Barack Obama	2014-04-21
China	Make statement	UN Security Council	2014-05-22
North Korea	Make statement	South Korea	2014-11-23
Uganda People's Defence Force	Make statement	Riek Machar	2014-01-17
Police (South Africa)	Make statement	South Africa	2014-07-24
Iraq	Make statement	Iran	2014-05-08
Iran	Make statement	Iraq	2014-12-09
Police (Philippines)	Make statement	Criminal (Philippines)	2014-05-20
Israeli Defense Forces	Make statement	Hamas	2014-08-04
Israeli Defense Forces	Make statement	Hamas	2014-06-19
North Atlantic Treaty Organization	Make statement	Serbia	2014-02-05
China	Make statement	Japan	2014-05-06
City Mayor (Philippines)	Make statement	Philippines	2014-01-20
South Korea	Make statement	North Korea	2014-09-15
South Korea	Make statement	Japan	2014-02-11
Foreign Affairs (Russia)	Make statement	John Kerry	2014-07-27
Police (Kenya)	Make statement	Government (Kenya)	2014-02-11
Nuri al-Maliki	Make statement	Legislature (Iraq)	2014-06-11
Lawyer/Attorney (Egypt)	Make statement	Court Judge (Egypt)	2014-02-16
Canada	Make statement	John Baird	2014-07-23
Lawyer/Attorney (Kenya)	Make statement	Police (Kenya)	2014-12-01
China	Make statement	Japan	2014-12-15
China	Make statement	Japan	2014-04-17
South Korea	Make statement	Japan	2014-03-18
China	Make statement	Japan	2014-07-15
Afghanistan	Make statement	Election Commission (Afghanistan)	2014-07-05
South Korea	Make statement	North Korea	2014-03-17
Head of Government (Greece)	Make statement	Legislature (Greece)	2014-12-28
Thailand	Make statement	National Council for Peace and Order of Thailand	2014-05-28
South Korea	Make statement	Japan	2014-08-30
South Korea	Make statement	North Korea	2014-10-04
China	Make statement	Japan	2014-08-27
South Korea	Make statement	Japan	2014-06-23
Ashraf Ghani Ahmadzai	Make statement	Election Commission (Afghanistan)	2014-04-14
Catherine Ashton	Make statement	Mohammad Javad Zarif	2014-08-26
Catherine Ashton	Make statement	Mohammad Javad Zarif	2014-04-02
North Korea	Make statement	Japan	2014-06-29
Angela Merkel	Make statement	Barack Obama	2014-05-02
Xi Jinping	Make statement	Barack Obama	2014-08-28
South Korea	Make statement	Japan	2014-02-25
Benjamin Netanyahu	Make statement	John Kerry	2014-11-14
Xi Jinping	Make statement	Barack Obama	2014-07-14
Catherine Ashton	Make statement	Mohammad Javad Zarif	2014-03-11
China	Make statement	Iran	2014-04-17
South Korea	Make statement	North Korea	2014-08-25
South Korea	Make statement	Japan	2014-04-13
North Korea	Make statement	Japan	2014-08-04
Japan	Make statement	South Korea	2014-03-16
South Korea	Make statement	Japan	2014-12-29
Catherine Ashton	Make statement	Mohammad Javad Zarif	2014-03-15
China	Make statement	Japan	2014-09-06
China	Make statement	Japan	2014-11-08
John Kerry	Make statement	Ashraf Ghani Ahmadzai	2014-08-07
Japan	Make statement	South Korea	2014-11-23
Sergey Viktorovich Lavrov	Make statement	John Kerry	2014-01-05
Japan	Make statement	Vietnam	2014-06-02
Iran	Make statement	Iraq	2014-12-03
Iran	Make statement	Mohammad Javad Zarif	2014-11-08
North Korea	Make statement	Japan	2014-10-22
China	Make statement	Xi Jinping	2014-06-28
North Korea	Make statement	South Korea	2014-02-03
Sergey Viktorovich Lavrov	Make statement	John Kerry	2014-03-12
South Korea	Make statement	Japan	2014-07-12
Malaysia	Make statement	China	2014-05-04
Japan	Make statement	South Korea	2014-11-20
Japan	Make statement	South Korea	2014-04-03
Sergey Viktorovich Lavrov	Make statement	John Kerry	2014-01-10
Japan	Make statement	South Korea	2014-11-21
John Kerry	Make statement	South Korea	2014-02-03
Sergey Viktorovich Lavrov	Make statement	John Kerry	2014-12-14
Xi Jinping	Make statement	Barack Obama	2014-03-18
Japan	Make statement	South Korea	2014-07-19
Evangelos Venizelos	Make statement	Antonis Samaras	2014-09-14
South Korea	Make statement	Japan	2014-07-18
Catherine Ashton	Make statement	Mohammad Javad Zarif	2014-05-26
Member of Parliament (Iran)	Make statement	Iran	2014-05-13
William Ruto	Make statement	Governor (Kenya)	2014-09-13
South Korea	Make statement	North Korea	2014-05-30
Education (South Africa)	Make statement	Education Ministry (South Africa)	2014-03-27
South Korea	Make statement	North Korea	2014-09-15
South Korea	Make statement	North Korea	2014-02-06
South Korea	Make statement	Japan	2014-05-15
South Korea	Make statement	North Korea	2014-06-19
North Korea	Make statement	South Korea	2014-01-21
France	Make statement	Angela Merkel	2014-12-06
South Korea	Make statement	North Korea	2014-06-30
Protester (Thailand)	Make statement	Thailand	2014-02-06
Protester (Thailand)	Make statement	Thailand	2014-01-27
Iran	Make statement	China	2014-02-17
Iran	Make statement	South Korea	2014-02-19
Benjamin Netanyahu	Make statement	John Kerry	2014-03-20
Sergey Viktorovich Lavrov	Make statement	John Kerry	2014-05-30
Barack Obama	Make statement	Angela Merkel	2014-07-22
Sergey Kuzhugetovich Shoygu	Make statement	Chuck Hagel	2014-04-28
Sergey Viktorovich Lavrov	Make statement	John Kerry	2014-06-22
Sergey Viktorovich Lavrov	Make statement	John Kerry	2014-05-31
Xi Jinping	Make statement	Barack Obama	2014-03-10
John Kerry	Make statement	Foreign Affairs (Russia)	2014-02-22
Xi Jinping	Make statement	Barack Obama	2014-03-11
Sergey Viktorovich Lavrov	Make statement	John Kerry	2014-05-03
Sergey Viktorovich Lavrov	Make statement	John Kerry	2014-12-30
Sergey Viktorovich Lavrov	Make statement	John Kerry	2014-03-18
Sergey Viktorovich Lavrov	Make statement	John Kerry	2014-07-27
Sergey Viktorovich Lavrov	Make statement	John Kerry	2014-12-12
Iran	Make statement	Business (Iran)	2014-05-01
Criminal (Australia)	Make statement	Police (Australia)	2014-09-23
Iraq	Make statement	Iran	2014-12-31
Japan	Make statement	South Korea	2014-02-08
Japan	Make statement	Vietnam	2014-12-26
China	Make statement	Japan	2014-10-08
Iran	Make statement	China	2014-07-11
Iran	Make statement	China	2014-06-22
Iran	Make statement	Business (Iran)	2014-01-24
Iran	Make statement	Iraq	2014-12-29
Iraq	Make statement	Iran	2014-02-25
Thailand	Make statement	China	2014-07-14
South Korea	Make statement	Japan	2014-12-29
Iran	Make statement	China	2014-07-08
Iraq	Make statement	Iran	2014-07-26
Iran	Make statement	Business (Iran)	2014-10-11
South Korea	Make statement	Japan	2014-07-16
China	Make statement	Japan	2014-09-10
Iraq	Make statement	Iran	2014-06-02
Ashraf Ghani Ahmadzai	Make statement	Abdullah Abdullah	2014-11-08
Iran	Make statement	China	2014-05-22
Iran	Make statement	Iraq	2014-11-19
South Korea	Make statement	Japan	2014-03-09
Iraq	Make statement	Iran	2014-10-21
Japan	Make statement	South Korea	2014-09-16
Japan	Make statement	South Korea	2014-03-21
Iran	Make statement	China	2014-06-24
Iran	Make statement	Afghanistan	2014-09-08
Canada	Make statement	Business (Canada)	2014-03-29
South Korea	Make statement	Japan	2014-03-30
Kim Jong-Un	Make statement	North Korea	2014-10-17
Military Personnel (Yemen)	Make statement	Police (Yemen)	2014-04-30
Angola	Make statement	Governor (Angola)	2014-09-05
Angela Merkel	Make statement	Barack Obama	2014-06-23
Presidential Candidate (Afghanistan)	Make statement	John Kerry	2014-07-10
Angela Merkel	Make statement	Barack Obama	2014-05-07
Sergey Viktorovich Lavrov	Make statement	John Kerry	2014-02-22
Catherine Ashton	Make statement	Mohammad Javad Zarif	2014-03-09
North Korea	Make statement	Japan	2014-03-21
Japan	Make statement	South Korea	2014-03-20
Iran	Make statement	Iraq	2014-12-09
Criminal (Australia)	Make statement	Police (Australia)	2014-09-23
Iran	Make statement	Islamic Preacher (Iran)	2014-04-27
South Korea	Make statement	Foreign Affairs (South Korea)	2014-01-21
North Korea	Make statement	South Korea	2014-10-08
Abdel Fattah Al-Sisi	Make statement	Head of Government (Egypt)	2014-11-13
Japan	Make statement	South Korea	2014-09-26
Government (Nigeria)	Make statement	Head of Government (Nigeria)	2014-06-16
Barack Obama	Make statement	Angela Merkel	2014-05-02
Other Authorities / Officials (Mexico)	Make statement	Miguel Ángel Osorio Chong	2014-01-13
Catherine Ashton	Make statement	Mohammad Javad Zarif	2014-11-29
Barack Obama	Make statement	Angela Merkel	2014-08-09
Xi Jinping	Make statement	Barack Obama	2014-07-17
Sergey Viktorovich Lavrov	Make statement	John Kerry	2014-03-16
Catherine Ashton	Make statement	Mohammad Javad Zarif	2014-07-27
Angela Merkel	Make statement	Barack Obama	2014-07-03
China	Make statement	Japan	2014-04-29
Japan	Make statement	South Korea	2014-11-16
South Korea	Make statement	Japan	2014-12-29
Iran	Make statement	China	2014-11-18
Evangelos Venizelos	Make statement	Antonis Samaras	2014-10-07
Barack Obama	Make statement	Angela Merkel	2014-07-04
Benjamin Netanyahu	Make statement	John Kerry	2014-07-24
China	Make statement	Nuri al-Maliki	2014-02-23
North Atlantic Treaty Organization	Make statement	Ashraf Ghani Ahmadzai	2014-11-06
Benjamin Netanyahu	Make statement	John Kerry	2014-03-20
Barack Obama	Make statement	Angela Merkel	2014-07-03
Xi Jinping	Make statement	Barack Obama	2014-02-21
China	Make statement	Japan	2014-07-02
Iran	Make statement	Barack Obama	2014-09-16
Catherine Ashton	Make statement	Mohammad Javad Zarif	2014-07-03
Ashraf Ghani Ahmadzai	Make statement	Abdullah Abdullah	2014-07-03
Xi Jinping	Make statement	Barack Obama	2014-11-16
Iran	Make statement	Islamic Preacher (Iran)	2014-04-20
Catherine Ashton	Make statement	Mohammad Javad Zarif	2014-09-14
Evangelos Venizelos	Make statement	Antonis Samaras	2014-01-25
Iran	Make statement	China	2014-09-12
Malaysia	Make statement	China	2014-03-13
Government (Pakistan)	Make statement	Pakistan Tehreek-e-Insaf	2014-05-15
Japan	Make statement	South Korea	2014-07-27
Japan	Make statement	South Korea	2014-11-13
Sergey Viktorovich Lavrov	Make statement	John Kerry	2014-12-14
Xi Jinping	Make statement	Barack Obama	2014-06-06
Benjamin Netanyahu	Make statement	John Kerry	2014-06-17
Sergey Kuzhugetovich Shoygu	Make statement	Chuck Hagel	2014-03-20
Barack Obama	Make statement	Angela Merkel	2014-07-15
Iran	Make statement	Afghanistan	2014-08-12
Nuri al-Maliki	Make statement	Iraq	2014-06-23
Ashraf Ghani Ahmadzai	Make statement	Abdullah Abdullah	2014-07-16
Catherine Ashton	Make statement	Mohammad Javad Zarif	2014-09-19
Head of Government (China)	Make statement	Xi Jinping	2014-11-10
China	Make statement	Japan	2014-11-16
China	Make statement	Xi Jinping	2014-11-23
Iran	Make statement	South Korea	2014-07-09
Catherine Ashton	Make statement	Mohammad Javad Zarif	2014-07-12
Iraq	Make statement	Iran	2014-10-29
Catherine Ashton	Make statement	Mohammad Javad Zarif	2014-02-01
China	Make statement	Vietnam	2014-12-27
Barack Obama	Make statement	Angela Merkel	2014-03-05
Ashraf Ghani Ahmadzai	Make statement	Abdullah Abdullah	2014-09-22
Benjamin Netanyahu	Make statement	John Kerry	2014-11-15
Malaysia	Make statement	Myanmar	2014-06-21
Sergey Viktorovich Lavrov	Make statement	John Kerry	2014-10-25
Lawyer/Attorney (Kenya)	Make statement	Police (Kenya)	2014-12-29
Middle East	Make statement	John Kerry	2014-06-26
Iran	Make statement	Majid Takht Ravanchi	2014-06-13
Xi Jinping	Make statement	Barack Obama	2014-11-13
South Korea	Make statement	Xi Jinping	2014-08-03
Iran	Make statement	Staffan de Mistura	2014-10-27
Iran	Make statement	Mohammad Javad Zarif	2014-03-09
Myanmar	Make statement	John Kerry	2014-08-05
North Korea	Make statement	Barack Obama	2014-04-25
China	Make statement	John Kerry	2014-07-20
Japan	Make statement	Barack Obama	2014-02-18
Middle East	Make statement	John Kerry	2014-01-07
Iran	Make statement	Mohammad Javad Zarif	2014-08-29
South Korea	Make statement	Xi Jinping	2014-07-04
Iraq	Make statement	Nuri al-Maliki	2014-06-13
Serbia	Make statement	Tomislav Nikolić	2014-03-25
Afghanistan	Make statement	Barack Obama	2014-05-27
Iraq	Make statement	Massoud Barzani	2014-06-18
Japan	Make statement	Barack Obama	2014-04-17
France	Make statement	Angela Merkel	2014-02-19
Iran	Make statement	South Korea	2014-03-02
South Korea	Make statement	Xi Jinping	2014-07-03
Japan	Make statement	Barack Obama	2014-05-04
Vietnam	Make statement	Joe Natuman	2014-10-09
Oman	Make statement	Mohammad Javad Zarif	2014-08-05
South Korea	Make statement	Xi Jinping	2014-07-02
Iran	Make statement	South Korea	2014-06-21
Iran	Make statement	Iraq	2014-10-21
Japan	Make statement	Barack Obama	2014-04-19
China	Make statement	Chuck Hagel	2014-04-08
Afghanistan	Make statement	Chuck Hagel	2014-06-02
China	Make statement	Cabinet / Council of Ministers / Advisors (United States)	2014-11-04
Ukrinform	Make statement	François Hollande	2014-11-04
South Korea	Make statement	Ryoo Kihl-jae	2014-12-10
China	Make statement	Chuck Hagel	2014-07-10
China	Make statement	Chuck Hagel	2014-04-10
Iran	Make statement	South Korea	2014-02-03
Iraq	Make statement	Foreign Affairs (Kuwait)	2014-12-17
South Korea	Make statement	North Korea	2014-10-19
Catherine Ashton	Make statement	Mohammad Javad Zarif	2014-09-02
China	Make statement	John Kerry	2014-02-17
Iraq	Make statement	Mohammad Javad Zarif	2014-01-16
Iraq	Make statement	Mohammad Javad Zarif	2014-09-23
Xi Jinping	Make statement	Barack Obama	2014-11-03
Sudan	Make statement	Umar al Bashir	2014-08-10
Oman	Make statement	Mohammad Javad Zarif	2014-11-11
Malaysia	Make statement	China	2014-03-13
Romania	Make statement	Victor Ponta	2014-03-04
North Korea	Make statement	Japan	2014-10-15
South Korea	Make statement	Xi Jinping	2014-07-05
China	Make statement	Xi Jinping	2014-03-28
Iraq	Make statement	Iran	2014-01-15
Japan	Make statement	Benjamin Netanyahu	2014-05-13
South Korea	Make statement	John Kerry	2014-01-29
Oman	Make statement	Mohammad Javad Zarif	2014-01-13
Afghanistan	Make statement	Barack Obama	2014-05-25
North Korea	Make statement	Japan	2014-07-05
China	Make statement	Cabinet / Council of Ministers / Advisors (United States)	2014-07-08
Romania	Make statement	Victor Ponta	2014-12-29
Afghanistan	Make statement	Chuck Hagel	2014-06-01
Iraq	Make statement	Nuri al-Maliki	2014-04-17
Japan	Make statement	Barack Obama	2014-04-27
China	Make statement	Japan	2014-05-29
Middle East	Make statement	John Kerry	2014-09-15
China	Make statement	John Kerry	2014-02-03
Armed Rebel (Syria)	Make statement	Government (Syria)	2014-03-12
North Korea	Make statement	Envoy (United States)	2014-02-14
North Korea	Make statement	Japan	2014-09-08
North Korea	Make statement	Japan	2014-03-20
Protester (Hong Kong)	Make statement	Police (Hong Kong)	2014-09-27
Protester (Hong Kong)	Make statement	Police (Hong Kong)	2014-09-29
Protester (Hong Kong)	Make statement	Police (Hong Kong)	2014-10-28
Protester (Hong Kong)	Make statement	Police (Hong Kong)	2014-10-27
Protester (Hong Kong)	Make statement	Police (Hong Kong)	2014-10-07
Protester (Hong Kong)	Make statement	Police (Hong Kong)	2014-10-17
Protester (Thailand)	Make statement	Thailand	2014-05-25
Protester (Hong Kong)	Make statement	Police (Hong Kong)	2014-10-02
Iran	Make statement	Iraq	2014-08-01
North Korea	Make statement	South Korea	2014-11-11
Chibuike Rotimi Amaechi	Make statement	Congress (Nigeria)	2014-05-02
Sheikh Hasina Wajed	Make statement	Bangladesh Nationalist Party	2014-01-25
Protester (Thailand)	Make statement	Thailand	2014-02-02
Protester (Hong Kong)	Make statement	Police (Hong Kong)	2014-10-01
Protester (Hong Kong)	Make statement	Police (Hong Kong)	2014-12-11
Protester (Thailand)	Make statement	Thailand	2014-01-27
Protester (Hong Kong)	Make statement	Police (Hong Kong)	2014-11-18
Protester (Thailand)	Make statement	Military (Thailand)	2014-06-02
Protester (Hong Kong)	Make statement	Police (Hong Kong)	2014-11-19
Protester (Thailand)	Make statement	Thailand	2014-01-20
City Mayor (Philippines)	Make statement	Military Personnel (Philippines)	2014-10-27
Iran	Make statement	Afghanistan	2014-09-04
Criminal (Mexico)	Make statement	Military (Mexico)	2014-04-08
Armed Gang (Lebanon)	Make statement	Military (Lebanon)	2014-10-05
Criminal (Philippines)	Make statement	Police (Philippines)	2014-08-30
Criminal (Mexico)	Make statement	Military (Mexico)	2014-09-20
Armed Rebel (Syria)	Make statement	Government (Syria)	2014-04-23
Armed Gang (Lebanon)	Make statement	Military (Lebanon)	2014-01-10
Criminal (Philippines)	Make statement	Military Personnel (Philippines)	2014-07-09
Armed Gang (Afghanistan)	Make statement	Military Personnel - Special (Afghanistan)	2014-08-31
Criminal (Australia)	Make statement	Police (Australia)	2014-09-26
North Korea	Make statement	South Korea	2014-10-09
China	Make statement	Japan	2014-05-23
North Korea	Make statement	South Korea	2014-10-21
China	Make statement	Japan	2014-10-08
Hamas	Make statement	Israeli Defense Forces	2014-07-18
North Korea	Make statement	South Korea	2014-04-14
North Korea	Make statement	South Korea	2014-04-29
Bangladesh Nationalist Party	Make statement	Sheikh Hasina Wajed	2014-04-20
Police (South Korea)	Make statement	Lawyer/Attorney (South Korea)	2014-08-21
Police (South Africa)	Make statement	South Africa	2014-01-29
South Korea	Make statement	Xi Jinping	2014-05-26
Japan	Make statement	Vietnam	2014-06-02
Police (Philippines)	Make statement	Criminal (Philippines)	2014-07-03
Sudan	Make statement	Police (Sudan)	2014-04-10
Police (Philippines)	Make statement	Criminal (Philippines)	2014-12-27
Police (Philippines)	Make statement	Criminal (Philippines)	2014-09-01
Thailand	Make statement	Protester (Thailand)	2014-02-06
Police (Philippines)	Make statement	Criminal (Philippines)	2014-09-18
Armed Gang (Lebanon)	Make statement	Military (Lebanon)	2014-08-07
Police (Philippines)	Make statement	Criminal (Philippines)	2014-06-02
Police (Philippines)	Make statement	Criminal (Philippines)	2014-06-26
Canada	Make statement	Business (Canada)	2014-10-29
Police (Philippines)	Make statement	Criminal (Philippines)	2014-06-10
Israeli Defense Forces	Make statement	Hamas	2014-08-21
Police (Philippines)	Make statement	Military Personnel (Philippines)	2014-08-30
South Korea	Make statement	Japan	2014-08-10
Angela Merkel	Make statement	Barack Obama	2014-08-09
Japan	Make statement	South Korea	2014-09-11
Xi Jinping	Make statement	Mahinda Rajapaksa	2014-09-17
Japan	Make statement	South Korea	2014-09-17
China	Make statement	Japan	2014-10-10
Angela Merkel	Make statement	Barack Obama	2014-07-03
Iran	Make statement	Iraq	2014-10-01
China	Make statement	Japan	2014-04-26
Evangelos Venizelos	Make statement	Antonis Samaras	2014-09-30
South Korea	Make statement	Japan	2014-09-26
Sergey Viktorovich Lavrov	Make statement	John Kerry	2014-04-10
Angela Merkel	Make statement	Barack Obama	2014-08-22
Angela Merkel	Make statement	Barack Obama	2014-03-19
Ashraf Ghani Ahmadzai	Make statement	Abdullah Abdullah	2014-09-09
South Korea	Make statement	North Korea	2014-02-14
China	Make statement	Vietnam	2014-11-10
North Korea	Make statement	South Korea	2014-10-04
China	Make statement	Japan	2014-11-12
Sergey Kuzhugetovich Shoygu	Make statement	Chuck Hagel	2014-03-27
China	Make statement	Japan	2014-09-03
Protester (Thailand)	Make statement	Military (Thailand)	2014-05-27
North Korea	Make statement	Japan	2014-05-30
Criminal (Egypt)	Make statement	Police (Egypt)	2014-04-30
North Korea	Make statement	South Korea	2014-10-07
Abu Sayyaf	Make statement	Military (Philippines)	2014-11-02
Criminal (Philippines)	Make statement	Police (Philippines)	2014-10-14
North Korea	Make statement	South Korea	2014-09-03
Mohammad Javad Zarif	Make statement	Iran	2014-02-03
Angela Merkel	Make statement	Barack Obama	2014-05-02
China	Make statement	Cabinet / Council of Ministers / Advisors (United States)	2014-02-14
Abdel Fattah Al-Sisi	Make statement	Head of Government (Egypt)	2014-10-06
South Korea	Make statement	North Korea	2014-08-29
North Korea	Make statement	South Korea	2014-10-07
Angela Merkel	Make statement	Barack Obama	2014-05-05
North Korea	Make statement	South Korea	2014-10-13
South Korea	Make statement	North Korea	2014-02-11
Nuri al-Maliki	Make statement	Iraq	2014-06-13
Iran	Make statement	Iraq	2014-11-12
Mohammad Javad Zarif	Make statement	Iran	2014-12-04
Malaysia	Make statement	China	2014-03-17
South Korea	Make statement	North Korea	2014-07-02
North Korea	Make statement	South Korea	2014-09-17
China	Make statement	Vietnam	2014-10-27
Nuri al-Maliki	Make statement	Iraq	2014-06-15
Mohammad Javad Zarif	Make statement	Iran	2014-11-08
Police (South Africa)	Make statement	South Africa	2014-11-10
Armed Gang (Lebanon)	Make statement	Military (Lebanon)	2014-08-04
North Korea	Make statement	Japan	2014-04-06
South Korea	Make statement	North Korea	2014-04-13
Afghanistan	Make statement	Election Commission (Afghanistan)	2014-06-30
Mohammad Javad Zarif	Make statement	Iran	2014-02-07
South Korea	Make statement	North Korea	2014-11-19
National Liberal Party (Romania)	Make statement	Victor Ponta	2014-02-25
Iraq	Make statement	Nuri al-Maliki	2014-02-26
Lawmaker (United Kingdom)	Make statement	China	2014-11-25
South Korea	Make statement	North Korea	2014-07-01
North Korea	Make statement	South Korea	2014-06-12
Sergey Viktorovich Lavrov	Make statement	John Kerry	2014-06-05
Mohammad Javad Zarif	Make statement	Iran	2014-01-23
Abdel Fattah Al-Sisi	Make statement	Head of Government (Egypt)	2014-05-23
Japan	Make statement	South Korea	2014-06-23
Abdel Fattah Al-Sisi	Make statement	Head of Government (Egypt)	2014-05-24
Police (South Africa)	Make statement	South Africa	2014-01-14
South Korea	Make statement	North Korea	2014-11-12
Government (Pakistan)	Make statement	Imran Khan	2014-08-28
Nuri al-Maliki	Make statement	Iraq	2014-07-02
China	Make statement	Vietnam	2014-12-17
Government (Kenya)	Make statement	Police (Kenya)	2014-03-25
Militant (Yemen)	Make statement	Military Personnel (Yemen)	2014-03-06
Thailand	Make statement	Protester (Thailand)	2014-02-13
Military (Philippines)	Make statement	Police (Philippines)	2014-01-27
Iran	Make statement	Hezbollah	2014-05-29
China	Make statement	Chuck Hagel	2014-06-01
North Korea	Make statement	South Korea	2014-01-24
Police (Philippines)	Make statement	Criminal (Philippines)	2014-10-31
North Korea	Make statement	Government (United States)	2014-12-22
North Korea	Make statement	South Korea	2014-07-18
North Korea	Make statement	South Korea	2014-02-10
South Korea	Make statement	North Korea	2014-12-20
Armed Rebel (Syria)	Make statement	Government (Syria)	2014-02-10
China	Make statement	Vietnam	2014-05-30
Benjamin Netanyahu	Make statement	Cabinet / Council of Ministers / Advisors (Israel)	2014-12-03
Aam Aadmi Party	Make statement	Member of Parliament (India)	2014-08-18
Ashraf Ghani Ahmadzai	Make statement	Abdullah Abdullah	2014-09-27
South Korea	Make statement	North Korea	2014-05-16
North Korea	Make statement	South Korea	2014-04-07
South Korea	Make statement	North Korea	2014-04-07
Israeli Defense Forces	Make statement	Hamas	2014-08-19
Congress (Nigeria)	Make statement	Government (Nigeria)	2014-11-14
North Korea	Make statement	South Korea	2014-03-31
Iran	Make statement	Iraq	2014-06-12
Iran	Make statement	Iraq	2014-06-20
Iran	Make statement	Iraq	2014-06-17
South Korea	Make statement	North Korea	2014-10-07
Iran	Make statement	China	2014-11-17
South Korea	Make statement	North Korea	2014-11-19
China	Make statement	Japan	2014-11-27
Iran	Make statement	Iraq	2014-12-08
South Korea	Make statement	Japan	2014-09-19
Iran	Make statement	Iraq	2014-06-24
China	Make statement	Japan	2014-12-24
China	Make statement	Iran	2014-03-06
Iran	Make statement	Iraq	2014-12-04
China	Make statement	Other Authorities / Officials (China)	2014-06-28
Thailand	Make statement	National Council for Peace and Order of Thailand	2014-08-25
China	Make statement	Iran	2014-05-07
Abdel Fattah Al-Sisi	Make statement	Hamdeen Sabahi	2014-02-11
South Korea	Make statement	North Korea	2014-10-03
Iran	Make statement	Iraq	2014-07-27
Iran	Make statement	Iraq	2014-08-13
Japan	Make statement	Barack Obama	2014-03-07
Iran	Make statement	Iraq	2014-06-29
Iran	Make statement	Iraq	2014-09-16
Business (Iran)	Express intent to provide economic aid	Iran	2014-05-07
Business (Iran)	Express intent to provide economic aid	Iran	2014-05-09
Company - Owner or Operator (India)	Express intent to provide economic aid	Citizen (India)	2014-01-25
Company - Owner or Operator (India)	Express intent to provide economic aid	Citizen (India)	2014-08-29
Company - Owner or Operator (India)	Express intent to provide economic aid	Citizen (India)	2014-12-29
Company - Owner or Operator (India)	Express intent to provide economic aid	Citizen (India)	2014-01-26
Business (Iran)	Express intent to provide economic aid	Iran	2014-08-02
Business (Iran)	Express intent to provide economic aid	Iran	2014-02-04
Business (Iran)	Express intent to provide economic aid	Iran	2014-09-17
Police (Australia)	Physically assault	Citizen (Australia)	2014-01-21
Police (Australia)	Physically assault	Citizen (Australia)	2014-12-30
Police (Australia)	Physically assault	Citizen (Australia)	2014-03-26
Police (Australia)	Physically assault	Citizen (Australia)	2014-05-21
Police (Australia)	Physically assault	Citizen (Australia)	2014-07-14
Police (Australia)	Physically assault	Criminal (Australia)	2014-04-24
Police (Australia)	Physically assault	Citizen (Australia)	2014-08-22
Police (Australia)	Physically assault	Citizen (Australia)	2014-12-11
Police (Australia)	Physically assault	Criminal (Australia)	2014-06-11
Police (Australia)	Physically assault	Citizen (Australia)	2014-07-30
Police (Australia)	Physically assault	Citizen (Australia)	2014-08-01
Police (Australia)	Physically assault	Citizen (Australia)	2014-06-26
Police (Australia)	Physically assault	Citizen (Australia)	2014-06-20
Protester (Hong Kong)	Physically assault	Police (Hong Kong)	2014-10-14
Citizen (India)	Physically assault	Thief (India)	2014-09-06
Company - Owner or Operator (India)	Physically assault	Citizen (India)	2014-01-25
Police (Saudi Arabia)	Physically assault	Citizen (Saudi Arabia)	2014-03-16
Thief (India)	Physically assault	Citizen (India)	2014-04-13
Israeli Defense Forces	Physically assault	Children (Palestinian Territory, Occupied)	2014-10-25
Israeli Defense Forces	Physically assault	Children (Palestinian Territory, Occupied)	2014-02-27
Police (Australia)	Physically assault	Citizen (Australia)	2014-06-25
Israeli Defense Forces	Physically assault	Children (Palestinian Territory, Occupied)	2014-09-10
Police (Australia)	Physically assault	Citizen (Australia)	2014-05-30
Israeli Defense Forces	Physically assault	Children (Palestinian Territory, Occupied)	2014-10-28
Police (Australia)	Physically assault	Citizen (Australia)	2014-03-10
Police (Ukraine)	Physically assault	Rioter (Ukraine)	2014-02-19
Police (Australia)	Physically assault	Citizen (Australia)	2014-08-14
Israeli Defense Forces	Physically assault	Children (Palestinian Territory, Occupied)	2014-12-26
